Date/Temps|Matricule|MACHINE|E/S
2023-12-13 10:30:21|1|2|OverTime O
2023-12-13 13:23:47|1|4|OverTime I
2023-12-13 13:24:50|1|2|OverTime O
2023-12-13 13:26:22|1|4|OverTime I
2023-12-13 15:15:29|1|2|OverTime O
2023-12-13 18:23:19|1|2|OverTime O
2023-12-13 19:37:25|1|4|OverTime I
2023-12-14 08:11:59|1|2|OverTime O
2023-12-14 08:52:16|1|2|OverTime O
2023-12-14 13:31:43|1|4|OverTime I
2023-12-14 14:52:35|1|2|OverTime O
2023-12-14 16:41:55|1|4|OverTime I
2023-12-14 17:08:06|1|2|OverTime O
2023-12-14 19:55:47|1|4|OverTime I
2023-12-15 08:24:55|1|2|OverTime O
2023-12-15 08:30:53|1|4|OverTime I
2023-12-15 08:58:27|1|2|OverTime O
2023-12-15 09:43:47|1|4|OverTime I
2023-12-15 13:27:55|1|2|OverTime O
2023-12-15 14:52:46|1|4|OverTime I
2023-12-15 16:33:40|1|2|OverTime O
2023-12-15 17:25:32|1|4|OverTime I
2023-12-15 17:55:23|1|2|OverTime O
2023-12-15 19:41:19|1|4|OverTime I
2023-12-19 09:56:23|1|2|C/In
2023-12-19 14:22:55|1|4|OverTime I
2023-12-25 15:43:48|1|2|C/In
2023-12-25 16:05:02|1|4|OverTime O
2023-12-25 16:59:38|1|2|C/In
2023-12-25 21:04:56|1|4|OverTime O
2023-12-26 10:55:06|1|2|C/In
2023-12-26 14:25:20|1|4|OverTime O
2023-12-26 15:31:04|1|2|C/In
2023-12-26 17:23:45|1|4|OverTime O
2023-12-26 17:48:05|1|2|C/In
2023-12-26 20:00:17|1|4|OverTime O
2023-12-27 09:29:33|1|2|C/In
2023-12-27 12:08:54|1|4|OverTime O
2023-12-27 14:45:54|1|2|C/In
2023-12-27 17:24:20|1|4|OverTime O
2023-12-27 17:47:10|1|2|C/In
2023-12-27 19:46:22|1|4|OverTime O
2023-12-28 11:13:53|1|2|C/In
2023-12-28 11:18:56|1|4|OverTime O
2023-12-28 11:32:04|1|2|C/In
2023-12-28 14:15:17|1|4|OverTime O
2023-12-28 14:15:51|1|4|OverTime O
2023-12-28 16:02:12|1|2|C/In
2023-12-28 19:30:33|1|4|OverTime O
2023-12-29 09:50:36|1|2|C/In
2023-12-29 09:58:46|1|4|OverTime O
2023-12-29 10:20:43|1|2|C/In
2023-12-29 10:21:28|1|4|OverTime O
2023-12-29 10:22:02|1|2|C/In
2023-12-29 13:49:55|1|4|OverTime O
2023-12-29 16:04:59|1|2|C/In
2023-12-29 20:30:49|1|4|OverTime O
2023-12-29 20:32:46|1|2|C/In
2023-12-29 20:43:23|1|4|OverTime O
2023-12-01 08:13:19|2|2|C/In
2023-12-01 10:51:43|2|4|OverTime I
2023-12-01 11:03:40|2|2|C/In
2023-12-01 12:31:40|2|4|OverTime I
2023-12-01 15:56:59|2|2|C/In
2023-12-01 18:26:15|2|4|OverTime I
2023-12-04 08:04:28|2|2|C/In
2023-12-04 08:31:15|2|4|OverTime I
2023-12-04 08:56:21|2|2|C/In
2023-12-04 12:12:44|2|4|OverTime I
2023-12-04 12:26:21|2|2|C/In
2023-12-04 12:53:52|2|4|OverTime I
2023-12-04 13:12:55|2|2|C/In
2023-12-04 17:12:27|2|4|OverTime I
2023-12-05 08:13:17|2|2|C/In
2023-12-05 08:34:00|2|4|OverTime I
2023-12-05 08:50:53|2|2|C/In
2023-12-05 12:51:25|2|4|OverTime I
2023-12-05 15:08:29|2|2|C/In
2023-12-05 17:06:01|2|4|OverTime I
2023-12-05 17:37:37|2|2|C/In
2023-12-05 19:19:00|2|4|OverTime I
2023-12-05 19:49:17|2|2|C/In
2023-12-05 20:11:09|2|4|OverTime I
2023-12-06 08:20:38|2|2|C/In
2023-12-06 08:35:05|2|4|OverTime I
2023-12-06 08:53:01|2|2|C/In
2023-12-06 12:37:59|2|4|OverTime I
2023-12-06 15:21:56|2|2|C/In
2023-12-06 15:29:43|2|4|OverTime I
2023-12-06 15:34:14|2|2|C/In
2023-12-06 19:14:07|2|4|OverTime I
2023-12-07 08:24:42|2|2|C/In
2023-12-07 08:46:36|2|4|OverTime I
2023-12-07 09:29:17|2|2|C/In
2023-12-07 12:23:24|2|4|OverTime I
2023-12-07 14:36:26|2|2|C/In
2023-12-07 17:46:56|2|4|OverTime I
2023-12-07 18:36:24|2|2|C/In
2023-12-07 20:18:50|2|4|OverTime I
2023-12-08 08:11:43|2|2|C/In
2023-12-08 09:00:06|2|4|OverTime I
2023-12-08 09:18:58|2|2|C/In
2023-12-08 12:46:37|2|4|OverTime I
2023-12-08 16:02:35|2|2|OverTime O
2023-12-08 18:28:22|2|4|OverTime I
2023-12-08 19:00:02|2|2|OverTime O
2023-12-08 20:01:43|2|4|OverTime I
2023-12-11 08:07:13|2|2|OverTime O
2023-12-11 08:22:02|2|4|OverTime I
2023-12-11 08:53:58|2|2|OverTime O
2023-12-11 10:01:30|2|4|OverTime I
2023-12-11 10:54:09|2|2|OverTime O
2023-12-11 11:46:34|2|4|OverTime I
2023-12-11 11:50:31|2|2|OverTime O
2023-12-11 12:54:49|2|4|OverTime I
2023-12-11 14:59:35|2|2|OverTime O
2023-12-11 18:40:59|2|4|OverTime I
2023-12-12 09:11:48|2|2|OverTime O
2023-12-12 11:16:24|2|4|OverTime I
2023-12-12 11:38:22|2|2|OverTime O
2023-12-12 12:56:52|2|4|OverTime I
2023-12-12 14:35:53|2|2|OverTime O
2023-12-12 16:52:56|2|4|OverTime I
2023-12-12 17:19:42|2|2|OverTime O
2023-12-12 19:46:15|2|4|OverTime I
2023-12-13 08:15:59|2|2|OverTime O
2023-12-13 09:55:29|2|4|OverTime I
2023-12-13 10:30:26|2|2|OverTime O
2023-12-13 12:39:11|2|4|OverTime I
2023-12-13 15:04:16|2|2|OverTime O
2023-12-13 15:06:52|2|2|OverTime O
2023-12-13 18:02:35|2|4|OverTime I
2023-12-13 18:23:21|2|2|OverTime O
2023-12-13 19:34:07|2|4|OverTime I
2023-12-14 08:20:12|2|2|OverTime O
2023-12-14 08:34:58|2|4|OverTime I
2023-12-14 08:52:13|2|2|OverTime O
2023-12-14 12:24:12|2|4|OverTime I
2023-12-14 15:04:11|2|2|OverTime O
2023-12-14 16:41:48|2|4|OverTime I
2023-12-14 17:08:10|2|2|OverTime O
2023-12-14 18:57:58|2|4|OverTime I
2023-12-15 08:20:06|2|2|OverTime O
2023-12-15 08:30:39|2|4|OverTime I
2023-12-15 08:58:31|2|2|OverTime O
2023-12-15 12:34:50|2|4|OverTime I
2023-12-15 15:22:39|2|2|OverTime O
2023-12-15 17:24:47|2|4|OverTime I
2023-12-15 17:25:12|2|4|OverTime I
2023-12-15 17:55:18|2|2|OverTime O
2023-12-15 18:56:39|2|4|OverTime I
2023-12-18 09:04:16|2|2|OverTime O
2023-12-18 12:52:52|2|4|OverTime I
2023-12-18 15:17:10|2|2|OverTime O
2023-12-18 18:46:54|2|4|OverTime I
2023-12-19 08:53:17|2|2|C/In
2023-12-19 09:28:24|2|4|OverTime I
2023-12-19 09:28:31|2|4|OverTime I
2023-12-19 09:56:29|2|2|C/In
2023-12-19 13:12:46|2|4|OverTime I
2023-12-19 14:49:31|2|2|C/In
2023-12-19 17:55:13|2|4|OverTime I
2023-12-19 17:58:26|2|2|C/In
2023-12-19 20:05:55|2|4|OverTime O
2023-12-20 09:07:04|2|2|C/In
2023-12-20 10:59:25|2|4|OverTime O
2023-12-20 11:20:47|2|2|C/In
2023-12-20 12:59:58|2|4|OverTime O
2023-12-20 15:12:35|2|2|C/In
2023-12-20 18:53:23|2|4|OverTime O
2023-12-21 08:58:43|2|2|C/In
2023-12-21 11:42:07|2|4|OverTime O
2023-12-21 11:59:54|2|2|C/In
2023-12-21 12:52:41|2|4|OverTime O
2023-12-21 15:09:29|2|2|C/In
2023-12-21 18:45:33|2|4|OverTime O
2023-12-25 09:02:05|2|2|C/In
2023-12-25 11:13:08|2|4|OverTime O
2023-12-25 11:25:22|2|2|C/In
2023-12-25 12:57:39|2|4|OverTime O
2023-12-25 15:47:48|2|2|C/In
2023-12-25 16:05:06|2|4|OverTime O
2023-12-25 16:59:47|2|2|C/In
2023-12-25 19:46:13|2|4|OverTime O
2023-12-26 10:30:14|2|4|OverTime O
2023-12-26 10:54:51|2|2|C/In
2023-12-26 12:57:26|2|4|OverTime O
2023-12-26 15:16:52|2|2|C/In
2023-12-26 17:23:49|2|4|OverTime O
2023-12-26 17:48:19|2|2|C/In
2023-12-26 19:58:37|2|4|OverTime O
2023-12-27 08:54:01|2|2|C/In
2023-12-27 08:58:22|2|4|OverTime O
2023-12-27 09:29:26|2|2|C/In
2023-12-27 12:45:15|2|4|OverTime O
2023-12-27 15:05:26|2|2|C/In
2023-12-27 17:23:45|2|4|OverTime O
2023-12-27 17:47:28|2|2|C/In
2023-12-27 19:28:54|2|4|OverTime O
2023-12-28 08:47:10|2|2|C/In
2023-12-28 11:04:08|2|4|OverTime O
2023-12-28 11:24:07|2|2|C/In
2023-12-28 12:52:40|2|4|OverTime O
2023-12-28 15:07:24|2|2|C/In
2023-12-28 15:41:23|2|4|OverTime O
2023-12-28 16:02:07|2|2|C/In
2023-12-28 17:07:04|2|4|OverTime O
2023-12-28 17:10:26|2|2|C/In
2023-12-28 19:07:28|2|4|OverTime O
2023-12-29 09:09:31|2|2|C/In
2023-12-29 09:58:32|2|4|OverTime O
2023-12-29 10:20:38|2|2|C/In
2023-12-29 12:46:13|2|4|OverTime O
2023-12-01 08:23:23|4|2|C/In
2023-12-01 12:32:59|4|4|OverTime I
2023-12-01 13:58:07|4|2|C/In
2023-12-01 18:07:10|4|4|OverTime I
2023-12-04 08:34:25|4|2|C/In
2023-12-04 12:50:42|4|4|OverTime I
2023-12-04 14:18:35|4|2|C/In
2023-12-04 18:07:59|4|4|OverTime I
2023-12-05 08:32:39|4|2|C/In
2023-12-05 08:43:37|4|4|OverTime I
2023-12-05 08:55:52|4|2|C/In
2023-12-05 12:45:52|4|4|OverTime I
2023-12-05 14:09:25|4|2|C/In
2023-12-05 18:06:16|4|4|OverTime I
2023-12-06 08:06:50|4|2|C/In
2023-12-06 12:33:18|4|4|OverTime I
2023-12-06 14:02:35|4|2|C/In
2023-12-06 15:03:11|4|4|OverTime I
2023-12-06 18:03:51|4|4|OverTime I
2023-12-07 08:12:15|4|2|C/In
2023-12-07 10:41:32|4|4|OverTime I
2023-12-07 13:09:48|4|2|C/In
2023-12-07 18:05:29|4|4|OverTime I
2023-12-08 08:12:56|4|2|C/In
2023-12-08 12:32:53|4|4|OverTime I
2023-12-08 14:03:09|4|2|C/In
2023-12-08 18:04:57|4|4|OverTime I
2023-12-11 08:07:08|4|2|OverTime O
2023-12-11 09:38:05|4|4|OverTime I
2023-12-11 09:38:15|4|4|OverTime I
2023-12-11 09:46:34|4|2|OverTime O
2023-12-11 12:34:04|4|4|OverTime I
2023-12-11 14:04:35|4|2|OverTime O
2023-12-11 18:03:33|4|4|OverTime I
2023-12-12 08:07:02|4|2|OverTime O
2023-12-12 12:34:56|4|4|OverTime I
2023-12-12 14:05:17|4|2|OverTime O
2023-12-12 14:56:03|4|4|OverTime I
2023-12-12 18:06:05|4|4|OverTime I
2023-12-13 08:00:31|4|2|OverTime O
2023-12-13 12:35:18|4|4|OverTime I
2023-12-13 14:08:57|4|2|OverTime O
2023-12-13 14:54:45|4|4|OverTime I
2023-12-13 18:03:26|4|4|OverTime I
2023-12-14 08:11:54|4|2|OverTime O
2023-12-14 12:34:11|4|4|OverTime I
2023-12-14 14:04:22|4|2|OverTime O
2023-12-14 16:01:56|4|4|OverTime I
2023-12-14 16:08:31|4|2|OverTime O
2023-12-14 18:06:04|4|4|OverTime I
2023-12-15 08:14:46|4|2|OverTime O
2023-12-15 09:42:47|4|4|OverTime I
2023-12-15 12:34:35|4|4|OverTime I
2023-12-15 14:06:07|4|2|OverTime O
2023-12-15 18:06:31|4|4|OverTime I
2023-12-19 09:31:37|4|2|C/In
2023-12-19 09:58:17|4|4|OverTime I
2023-12-19 09:59:20|4|2|C/In
2023-12-19 12:36:42|4|4|OverTime I
2023-12-19 14:13:58|4|2|C/In
2023-12-19 14:26:45|4|4|OverTime I
2023-12-19 14:30:23|4|4|OverTime I
2023-12-19 14:48:02|4|4|OverTime I
2023-12-19 14:48:53|4|2|C/In
2023-12-19 15:23:58|4|4|OverTime I
2023-12-19 18:03:09|4|4|OverTime I
2023-12-20 08:14:42|4|2|C/In
2023-12-20 08:20:38|4|4|OverTime O
2023-12-20 08:20:49|4|4|OverTime O
2023-12-20 08:33:21|4|2|C/In
2023-12-20 12:36:49|4|4|OverTime O
2023-12-20 14:16:40|4|2|C/In
2023-12-20 16:24:31|4|4|OverTime O
2023-12-20 16:37:53|4|4|OverTime O
2023-12-20 18:04:25|4|4|OverTime O
2023-12-21 08:16:37|4|2|C/In
2023-12-21 09:34:51|4|4|OverTime O
2023-12-21 09:40:26|4|2|C/In
2023-12-21 09:59:17|4|4|OverTime O
2023-12-21 14:02:02|4|2|C/In
2023-12-21 14:24:49|4|4|OverTime O
2023-12-21 18:07:34|4|4|OverTime O
2023-12-22 08:17:32|4|2|C/In
2023-12-22 12:41:29|4|4|OverTime O
2023-12-22 14:07:16|4|2|C/In
2023-12-22 16:00:39|4|4|OverTime O
2023-12-22 18:04:05|4|4|OverTime O
2023-12-25 08:17:50|4|2|C/In
2023-12-25 12:33:18|4|4|OverTime O
2023-12-25 14:10:16|4|2|C/In
2023-12-25 18:05:15|4|4|OverTime O
2023-12-26 08:21:04|4|2|C/In
2023-12-26 10:58:18|4|4|OverTime O
2023-12-26 10:59:28|4|2|C/In
2023-12-26 12:37:18|4|4|OverTime O
2023-12-26 15:58:57|4|2|C/In
2023-12-26 18:03:25|4|4|OverTime O
2023-12-27 08:31:54|4|2|C/In
2023-12-27 12:09:08|4|4|OverTime O
2023-12-27 12:38:06|4|4|OverTime O
2023-12-27 14:12:53|4|2|C/In
2023-12-27 18:17:18|4|4|OverTime O
2023-12-28 08:34:31|4|2|C/In
2023-12-28 09:03:45|4|4|OverTime O
2023-12-28 09:31:27|4|2|C/In
2023-12-28 12:36:44|4|4|OverTime O
2023-12-28 14:25:34|4|2|C/In
2023-12-28 18:18:54|4|4|OverTime O
2023-12-29 08:38:17|4|2|C/In
2023-12-29 12:32:21|4|4|OverTime O
2023-12-29 14:10:53|4|2|C/In
2023-12-29 17:35:28|4|4|OverTime O
2023-12-01 09:29:12|32|2|C/In
2023-12-01 12:42:50|32|4|OverTime I
2023-12-01 14:02:54|32|2|C/In
2023-12-01 18:06:49|32|4|OverTime I
2023-12-04 08:19:32|32|2|C/In
2023-12-04 12:31:15|32|4|OverTime I
2023-12-04 12:32:35|32|2|C/In
2023-12-04 14:16:38|32|2|C/In
2023-12-04 14:18:30|32|4|OverTime I
2023-12-04 14:21:51|32|2|C/In
2023-12-04 18:08:05|32|4|OverTime I
2023-12-05 08:20:16|32|2|C/In
2023-12-05 12:45:56|32|4|OverTime I
2023-12-05 14:10:05|32|2|C/In
2023-12-05 19:17:21|32|4|OverTime I
2023-12-07 08:52:14|32|2|C/In
2023-12-07 12:59:50|32|4|OverTime I
2023-12-07 14:08:51|32|2|C/In
2023-12-07 19:33:19|32|4|OverTime I
2023-12-11 08:11:01|32|2|OverTime O
2023-12-11 12:25:33|32|4|OverTime I
2023-12-11 14:43:15|32|2|OverTime O
2023-12-11 18:35:04|32|4|OverTime I
2023-12-12 10:18:57|32|2|OverTime O
2023-12-12 12:58:28|32|4|OverTime I
2023-12-12 13:00:59|32|2|OverTime O
2023-12-12 13:08:57|32|4|OverTime I
2023-12-12 14:17:48|32|2|OverTime O
2023-12-12 19:15:19|32|4|OverTime I
2023-12-13 08:38:01|32|2|OverTime O
2023-12-13 12:47:43|32|4|OverTime I
2023-12-13 14:40:23|32|2|OverTime O
2023-12-13 18:01:41|32|4|OverTime I
2023-12-14 09:23:51|32|2|OverTime O
2023-12-14 12:58:35|32|4|OverTime I
2023-12-14 14:17:30|32|2|OverTime O
2023-12-14 19:01:11|32|4|OverTime I
2023-12-15 09:59:43|32|2|OverTime O
2023-12-15 12:33:27|32|4|OverTime I
2023-12-15 14:29:00|32|2|OverTime O
2023-12-15 14:35:45|32|4|OverTime I
2023-12-15 14:37:55|32|2|OverTime O
2023-12-15 19:06:40|32|4|OverTime I
2023-12-18 09:46:12|32|2|OverTime O
2023-12-18 12:59:51|32|4|OverTime I
2023-12-18 14:40:07|32|2|OverTime O
2023-12-18 14:51:05|32|4|OverTime I
2023-12-18 14:54:21|32|2|OverTime O
2023-12-18 18:02:27|32|4|OverTime I
2023-12-19 09:03:11|32|2|C/In
2023-12-19 09:08:16|32|4|OverTime I
2023-12-19 10:15:00|32|4|OverTime I
2023-12-19 12:20:30|32|4|OverTime I
2023-12-19 12:20:32|32|2|C/In
2023-12-19 14:16:51|32|4|OverTime I
2023-12-19 14:16:59|32|4|OverTime I
2023-12-19 14:40:40|32|2|C/In
2023-12-19 17:55:16|32|4|OverTime I
2023-12-20 09:06:16|32|2|C/In
2023-12-20 12:58:00|32|4|OverTime O
2023-12-20 15:00:06|32|4|OverTime O
2023-12-20 16:25:25|32|2|C/In
2023-12-20 16:25:44|32|4|OverTime O
2023-12-20 20:00:50|32|4|OverTime O
2023-12-21 08:53:41|32|2|C/In
2023-12-21 12:47:02|32|4|OverTime O
2023-12-21 14:51:45|32|2|C/In
2023-12-21 15:30:50|32|4|OverTime O
2023-12-21 18:35:13|32|4|OverTime O
2023-12-22 08:11:35|32|2|C/In
2023-12-22 10:46:14|32|4|OverTime O
2023-12-22 15:03:13|32|2|C/In
2023-12-22 16:02:38|32|4|OverTime O
2023-12-22 18:26:31|32|4|OverTime O
2023-12-25 08:46:32|32|2|C/In
2023-12-25 12:17:20|32|4|OverTime O
2023-12-25 14:59:35|32|2|C/In
2023-12-25 18:05:38|32|4|OverTime O
2023-12-26 08:29:27|32|2|C/In
2023-12-26 12:19:08|32|4|OverTime O
2023-12-26 15:10:19|32|2|C/In
2023-12-26 18:47:37|32|4|OverTime O
2023-12-27 08:59:37|32|2|C/In
2023-12-27 11:22:10|32|4|OverTime O
2023-12-27 11:35:40|32|2|C/In
2023-12-28 09:27:21|32|2|C/In
2023-12-28 10:13:45|32|4|OverTime O
2023-12-28 10:15:05|32|2|C/In
2023-12-28 13:02:59|32|4|OverTime O
2023-12-28 14:36:29|32|2|C/In
2023-12-28 18:39:41|32|4|OverTime O
2023-12-29 08:41:57|32|2|C/In
2023-12-01 08:56:20|43|2|C/In
2023-12-01 09:33:54|43|4|OverTime I
2023-12-01 09:41:33|43|2|C/In
2023-12-01 12:50:57|43|4|OverTime I
2023-12-01 14:48:36|43|2|C/In
2023-12-01 18:09:32|43|4|OverTime I
2023-12-04 09:01:54|43|2|C/In
2023-12-04 09:19:16|43|4|OverTime I
2023-12-04 09:28:22|43|2|C/In
2023-12-04 12:47:38|43|4|OverTime I
2023-12-04 13:08:55|43|2|C/In
2023-12-04 18:06:13|43|4|OverTime I
2023-12-05 08:56:12|43|2|C/In
2023-12-05 09:32:45|43|4|OverTime I
2023-12-05 09:44:32|43|2|C/In
2023-12-05 12:25:11|43|4|OverTime I
2023-12-05 15:20:45|43|2|C/In
2023-12-05 18:09:17|43|4|OverTime I
2023-12-06 09:00:58|43|2|C/In
2023-12-06 10:00:52|43|4|OverTime I
2023-12-06 10:11:16|43|2|C/In
2023-12-06 10:35:35|43|4|OverTime I
2023-12-06 10:39:30|43|2|C/In
2023-12-06 13:11:10|43|4|OverTime I
2023-12-06 13:44:58|43|2|C/In
2023-12-06 18:07:24|43|4|OverTime I
2023-12-08 08:42:44|43|2|C/In
2023-12-08 09:45:57|43|4|OverTime I
2023-12-08 09:58:55|43|2|C/In
2023-12-08 12:43:56|43|4|OverTime I
2023-12-08 12:45:21|43|2|C/In
2023-12-08 13:28:38|43|4|OverTime I
2023-12-08 13:34:57|43|2|C/In
2023-12-08 17:03:33|43|4|OverTime I
2023-12-08 17:04:26|43|2|OverTime O
2023-12-08 18:09:55|43|4|OverTime I
2023-12-11 08:58:44|43|2|OverTime O
2023-12-11 17:00:03|43|4|OverTime I
2023-12-11 17:12:14|43|2|OverTime O
2023-12-11 18:13:30|43|4|OverTime I
2023-12-12 09:11:31|43|2|OverTime O
2023-12-12 12:24:25|43|4|OverTime I
2023-12-12 14:29:38|43|2|OverTime O
2023-12-12 18:10:04|43|4|OverTime I
2023-12-13 08:57:17|43|2|OverTime O
2023-12-13 09:11:35|43|4|OverTime I
2023-12-13 09:21:31|43|2|OverTime O
2023-12-13 13:44:06|43|4|OverTime I
2023-12-13 14:10:39|43|2|OverTime O
2023-12-13 14:13:20|43|4|OverTime I
2023-12-13 14:16:13|43|2|OverTime O
2023-12-13 18:04:54|43|4|OverTime I
2023-12-14 09:23:39|43|2|OverTime O
2023-12-14 13:17:17|43|4|OverTime I
2023-12-14 14:25:33|43|2|OverTime O
2023-12-14 18:09:20|43|4|OverTime I
2023-12-15 09:49:38|43|2|OverTime O
2023-12-15 13:03:23|43|4|OverTime I
2023-12-15 14:24:01|43|2|OverTime O
2023-12-15 18:09:00|43|4|OverTime I
2023-12-18 08:52:36|43|2|OverTime O
2023-12-18 12:19:52|43|4|OverTime I
2023-12-18 14:12:53|43|2|OverTime O
2023-12-18 18:06:38|43|4|OverTime I
2023-12-19 09:13:43|43|2|C/In
2023-12-19 09:28:43|43|4|OverTime I
2023-12-19 09:57:45|43|2|C/In
2023-12-19 13:48:54|43|4|OverTime I
2023-12-19 14:12:48|43|2|C/In
2023-12-19 18:09:06|43|4|OverTime I
2023-12-20 09:04:10|43|2|C/In
2023-12-20 09:21:29|43|4|OverTime O
2023-12-20 10:07:43|43|2|C/In
2023-12-20 12:30:04|43|4|OverTime O
2023-12-20 13:52:11|43|2|C/In
2023-12-20 18:19:17|43|4|OverTime O
2023-12-21 09:17:14|43|2|C/In
2023-12-21 09:41:02|43|4|OverTime O
2023-12-21 09:50:29|43|2|C/In
2023-12-21 16:11:44|43|4|OverTime O
2023-12-21 16:22:25|43|2|C/In
2023-12-21 18:10:53|43|4|OverTime O
2023-12-22 09:35:25|43|2|C/In
2023-12-22 09:51:54|43|4|OverTime O
2023-12-22 10:28:44|43|2|C/In
2023-12-22 13:34:58|43|4|OverTime O
2023-12-22 14:12:22|43|2|C/In
2023-12-22 18:05:28|43|4|OverTime O
2023-12-25 09:14:08|43|2|C/In
2023-12-25 10:16:00|43|4|OverTime O
2023-12-25 11:12:53|43|2|C/In
2023-12-25 12:36:39|43|4|OverTime O
2023-12-25 14:24:58|43|2|C/In
2023-12-25 18:08:08|43|4|OverTime O
2023-12-26 08:59:27|43|2|C/In
2023-12-26 09:31:25|43|4|OverTime O
2023-12-26 10:02:35|43|2|C/In
2023-12-26 13:28:56|43|4|OverTime O
2023-12-26 14:06:17|43|2|C/In
2023-12-26 18:09:46|43|4|OverTime O
2023-12-28 09:01:49|43|2|C/In
2023-12-28 10:02:15|43|4|OverTime O
2023-12-28 10:13:21|43|2|C/In
2023-12-28 10:52:07|43|4|OverTime O
2023-12-28 12:31:34|43|2|C/In
2023-12-28 12:50:11|43|4|OverTime O
2023-12-28 14:01:07|43|2|C/In
2023-12-28 18:03:40|43|4|OverTime O
2023-12-29 09:28:34|43|2|C/In
2023-12-29 11:11:55|43|4|OverTime O
2023-12-29 14:12:42|43|2|C/In
2023-12-29 18:10:54|43|4|OverTime O
2023-12-01 08:01:35|44|2|C/In
2023-12-01 08:07:25|44|4|OverTime I
2023-12-01 09:13:41|44|2|C/In
2023-12-01 10:04:35|44|4|OverTime I
2023-12-01 10:11:42|44|2|C/In
2023-12-01 11:33:40|44|4|OverTime I
2023-12-01 11:41:39|44|2|C/In
2023-12-01 12:25:56|44|4|OverTime I
2023-12-01 14:36:36|44|2|C/In
2023-12-01 14:57:17|44|4|OverTime I
2023-12-01 15:11:06|44|2|C/In
2023-12-01 16:53:23|44|4|OverTime I
2023-12-01 16:57:01|44|2|C/In
2023-12-01 18:25:15|44|4|OverTime I
2023-12-05 09:22:54|44|2|C/In
2023-12-05 09:54:53|44|4|OverTime I
2023-12-05 10:01:45|44|2|C/In
2023-12-05 12:42:36|44|4|OverTime I
2023-12-05 14:44:09|44|2|C/In
2023-12-05 15:01:14|44|4|OverTime I
2023-12-05 15:06:09|44|2|C/In
2023-12-05 17:25:31|44|4|OverTime I
2023-12-05 17:30:09|44|2|C/In
2023-12-05 18:46:39|44|4|OverTime I
2023-12-06 09:40:19|44|2|C/In
2023-12-06 10:34:15|44|4|OverTime I
2023-12-06 10:34:57|44|2|C/In
2023-12-06 10:35:14|44|4|OverTime I
2023-12-06 10:39:45|44|2|C/In
2023-12-06 12:39:37|44|4|OverTime I
2023-12-06 12:49:36|44|2|C/In
2023-12-06 12:56:43|44|4|OverTime I
2023-12-06 13:44:22|44|2|C/In
2023-12-06 13:57:19|44|4|OverTime I
2023-12-06 14:02:56|44|2|C/In
2023-12-06 15:49:10|44|4|OverTime I
2023-12-06 15:54:11|44|2|C/In
