Date/Temps|Matricule|MACHINE|E/S
2023-11-09 19:04:24|2|4|C/Out
2023-11-10 08:20:40|2|2|C/In
2023-11-10 09:53:15|2|4|C/Out
2023-11-10 09:53:33|2|4|C/Out
2023-11-10 10:23:29|2|2|C/In
2023-11-10 12:07:42|2|4|C/Out
2023-11-10 15:26:49|2|2|C/In
2023-11-10 18:25:39|2|4|C/Out
2023-11-13 08:12:04|2|2|C/In
2023-11-13 08:34:39|2|4|C/Out
2023-11-13 12:24:22|2|4|C/Out
2023-11-13 14:30:42|2|2|C/In
2023-11-13 16:22:23|2|4|C/Out
2023-11-13 16:46:48|2|2|C/In
2023-11-13 20:07:27|2|4|C/Out
2023-11-14 08:13:45|2|2|C/In
2023-11-14 09:17:56|2|4|C/Out
2023-11-14 09:33:53|2|2|C/In
2023-11-14 13:12:23|2|4|C/Out
2023-11-14 15:14:33|2|2|C/In
2023-11-14 17:34:02|2|4|C/Out
2023-11-14 18:01:13|2|2|C/In
2023-11-14 18:03:52|2|4|C/Out
2023-11-14 18:06:54|2|2|C/In
2023-11-14 19:29:09|2|4|C/Out
2023-11-15 08:14:17|2|2|C/In
2023-11-15 08:38:41|2|4|C/Out
2023-11-15 09:04:57|2|2|C/In
2023-11-15 12:45:23|2|4|C/Out
2023-11-15 14:33:53|2|2|C/In
2023-11-15 14:44:22|2|4|C/Out
2023-11-15 16:40:31|2|2|C/In
2023-11-15 16:57:39|2|4|C/Out
2023-11-15 17:44:40|2|2|C/In
2023-11-15 19:23:17|2|4|OverTime I
2023-11-16 08:11:05|2|2|C/In
2023-11-16 09:20:24|2|4|OverTime I
2023-11-16 13:00:33|2|4|OverTime I
2023-11-16 14:56:30|2|2|C/In
2023-11-16 16:03:47|2|4|OverTime I
2023-11-16 16:44:05|2|2|C/In
2023-11-16 18:10:59|2|4|OverTime I
2023-11-16 18:12:54|2|2|C/In
2023-11-16 20:46:08|2|4|OverTime I
2023-11-17 08:16:20|2|2|C/In
2023-11-17 08:33:21|2|4|OverTime I
2023-11-17 09:06:44|2|2|C/In
2023-11-17 11:21:36|2|4|OverTime I
2023-11-17 11:29:30|2|2|C/In
2023-11-17 12:14:55|2|4|OverTime I
2023-11-17 15:31:28|2|2|C/In
2023-11-17 18:32:46|2|4|OverTime I
2023-11-20 08:21:25|2|2|C/In
2023-11-20 08:33:23|2|4|OverTime I
2023-11-20 08:59:23|2|2|C/In
2023-11-20 12:14:59|2|4|OverTime I
2023-11-20 14:45:18|2|2|C/In
2023-11-20 16:32:07|2|4|OverTime I
2023-11-20 17:09:03|2|2|C/In
2023-11-20 19:58:03|2|4|OverTime I
2023-11-21 08:15:49|2|2|C/In
2023-11-21 08:56:32|2|4|OverTime I
2023-11-21 09:44:06|2|2|C/In
2023-11-21 13:12:05|2|4|OverTime I
2023-11-21 14:29:31|2|2|C/In
2023-11-21 19:43:02|2|4|OverTime I
2023-11-22 08:55:59|2|2|C/In
2023-11-22 12:56:32|2|4|OverTime I
2023-11-22 12:57:54|2|2|C/In
2023-11-22 13:08:44|2|4|OverTime I
2023-11-22 14:20:09|2|2|C/In
2023-11-22 16:11:16|2|4|OverTime I
2023-11-22 16:42:16|2|2|C/In
2023-11-22 19:36:02|2|4|OverTime I
2023-11-23 08:45:05|2|2|C/In
2023-11-23 08:58:07|2|4|OverTime I
2023-11-23 09:15:44|2|2|C/In
2023-11-23 13:30:28|2|4|OverTime I
2023-11-23 15:44:39|2|2|C/In
2023-11-23 17:55:31|2|4|OverTime I
2023-11-23 18:21:33|2|2|C/In
2023-11-23 19:43:08|2|4|OverTime I
2023-11-24 08:15:12|2|2|C/In
2023-11-24 08:34:53|2|4|OverTime I
2023-11-24 08:54:15|2|2|C/In
2023-11-24 12:28:00|2|4|OverTime I
2023-11-24 15:30:39|2|2|C/In
2023-11-24 16:35:16|2|4|OverTime I
2023-11-24 17:14:48|2|2|C/In
2023-11-24 19:19:02|2|4|OverTime I
2023-11-27 12:12:03|2|2|C/In
2023-11-27 12:44:17|2|4|OverTime I
2023-11-27 13:36:59|2|2|C/In
2023-11-27 17:56:28|2|4|OverTime I
2023-11-27 18:25:36|2|2|C/In
2023-11-27 19:33:10|2|4|OverTime I
2023-11-28 08:08:06|2|2|C/In
2023-11-28 08:35:28|2|4|OverTime I
2023-11-28 08:49:37|2|2|C/In
2023-11-28 13:14:41|2|4|OverTime I
2023-11-28 15:09:59|2|2|C/In
2023-11-28 17:24:30|2|4|OverTime I
2023-11-28 17:44:11|2|2|C/In
2023-11-28 19:46:43|2|4|OverTime I
2023-11-29 08:08:23|2|2|C/In
2023-11-29 08:45:54|2|4|OverTime I
2023-11-29 09:09:28|2|2|C/In
2023-11-29 13:00:41|2|4|OverTime I
2023-11-29 15:29:09|2|2|C/In
2023-11-29 17:52:00|2|4|OverTime I
2023-11-29 17:52:10|2|4|OverTime I
2023-11-29 18:34:42|2|2|C/In
2023-11-29 19:17:28|2|4|OverTime I
2023-11-30 08:23:59|2|4|OverTime I
2023-11-30 08:40:01|2|2|C/In
2023-11-30 12:34:47|2|4|OverTime I
2023-11-30 15:36:04|2|2|C/In
2023-11-30 19:27:27|2|4|OverTime I
2023-11-30 19:44:27|2|2|C/In
2023-11-30 20:36:02|2|4|OverTime I
2023-11-01 08:19:52|4|2|C/In
2023-11-01 12:34:22|4|4|C/Out
2023-11-01 14:08:14|4|2|C/In
2023-11-01 16:09:07|4|4|C/Out
2023-11-01 16:18:10|4|2|C/In
2023-11-01 18:04:11|4|4|C/Out
2023-11-02 08:14:06|4|2|C/In
2023-11-02 12:38:38|4|4|C/Out
2023-11-02 14:20:57|4|2|C/In
2023-11-02 18:03:55|4|4|C/Out
2023-11-03 08:32:46|4|2|C/In
2023-11-03 12:34:15|4|4|C/Out
2023-11-03 14:07:33|4|2|C/In
2023-11-03 15:53:22|4|4|C/Out
2023-11-03 15:54:33|4|4|C/Out
2023-11-03 18:03:52|4|4|C/Out
2023-11-06 08:28:15|4|2|C/In
2023-11-06 10:46:20|4|4|C/Out
2023-11-06 11:10:17|4|2|C/In
2023-11-06 12:36:19|4|4|C/Out
2023-11-06 14:06:18|4|2|C/In
2023-11-06 18:04:10|4|4|C/Out
2023-11-07 08:35:53|4|2|C/In
2023-11-07 12:34:27|4|4|C/Out
2023-11-07 14:08:14|4|2|C/In
2023-11-07 18:07:05|4|4|C/Out
2023-11-08 08:18:38|4|2|C/In
2023-11-08 12:34:01|4|4|C/Out
2023-11-08 14:06:43|4|2|C/In
2023-11-08 16:32:53|4|4|C/Out
2023-11-09 08:21:22|4|2|C/In
2023-11-09 12:36:18|4|4|C/Out
2023-11-09 14:04:37|4|2|C/In
2023-11-09 18:03:30|4|4|C/Out
2023-11-10 08:41:29|4|2|C/In
2023-11-10 12:35:55|4|4|C/Out
2023-11-10 14:05:49|4|2|C/In
2023-11-10 16:39:23|4|4|C/Out
2023-11-10 18:01:42|4|4|C/Out
2023-11-13 14:28:59|4|2|C/In
2023-11-13 18:06:24|4|4|C/Out
2023-11-14 08:38:42|4|2|C/In
2023-11-14 10:42:26|4|4|C/Out
2023-11-14 10:50:23|4|2|C/In
2023-11-14 12:39:14|4|4|C/Out
2023-11-15 08:17:56|4|2|C/In
2023-11-15 12:38:06|4|4|C/Out
2023-11-15 14:33:07|4|2|C/In
2023-11-15 15:16:24|4|4|C/Out
2023-11-15 18:04:30|4|4|C/Out
2023-11-16 08:21:01|4|2|C/In
2023-11-16 10:45:18|4|4|OverTime I
2023-11-16 12:32:26|4|4|OverTime I
2023-11-16 14:02:54|4|2|C/In
2023-11-16 16:09:47|4|4|OverTime I
2023-11-16 16:17:13|4|2|C/In
2023-11-16 18:06:01|4|4|OverTime I
2023-11-17 08:49:35|4|2|C/In
2023-11-17 12:35:08|4|4|OverTime I
2023-11-17 14:11:24|4|2|C/In
2023-11-17 14:37:13|4|4|OverTime I
2023-11-17 14:49:11|4|2|C/In
2023-11-17 18:04:39|4|4|OverTime I
2023-11-20 08:23:54|4|2|C/In
2023-11-20 08:28:34|4|4|OverTime I
2023-11-20 08:28:40|4|4|OverTime I
2023-11-20 08:34:12|4|2|C/In
2023-11-20 12:34:48|4|4|OverTime I
2023-11-20 14:18:06|4|2|C/In
2023-11-20 16:22:59|4|4|OverTime I
2023-11-20 16:53:13|4|4|OverTime I
2023-11-21 08:40:05|4|2|C/In
2023-11-21 09:41:41|4|4|OverTime I
2023-11-21 12:31:01|4|4|OverTime I
2023-11-21 14:27:23|4|2|C/In
2023-11-21 18:04:26|4|4|OverTime I
2023-11-22 08:37:27|4|2|C/In
2023-11-22 10:55:03|4|4|OverTime I
2023-11-23 15:02:55|4|2|C/In
2023-11-23 18:06:34|4|4|OverTime I
2023-11-24 08:13:51|4|2|C/In
2023-11-24 08:16:20|4|4|OverTime I
2023-11-24 08:31:39|4|2|C/In
2023-11-24 12:33:17|4|4|OverTime I
2023-11-24 14:09:28|4|2|C/In
2023-11-24 18:05:41|4|4|OverTime I
2023-11-27 08:23:53|4|2|C/In
2023-11-27 08:29:56|4|4|OverTime I
2023-11-27 08:30:00|4|2|C/In
2023-11-27 12:36:00|4|4|OverTime I
2023-11-27 14:40:26|4|2|C/In
2023-11-27 18:05:05|4|4|OverTime I
2023-11-29 08:57:12|4|2|C/In
2023-11-29 12:34:50|4|4|OverTime I
2023-11-29 14:18:22|4|2|C/In
2023-11-29 16:01:51|4|4|OverTime I
2023-11-29 16:28:16|4|4|OverTime I
2023-11-29 18:08:01|4|4|OverTime I
2023-11-30 10:44:11|4|2|C/In
2023-11-30 11:02:10|4|4|OverTime I
2023-11-30 11:22:55|4|2|C/In
2023-11-30 12:38:03|4|4|OverTime I
2023-11-30 14:05:21|4|2|C/In
2023-11-30 18:07:32|4|4|OverTime I
2023-11-06 08:41:42|18|2|C/In
2023-11-06 12:44:36|18|4|C/Out
2023-11-06 13:09:31|18|2|C/In
2023-11-06 18:43:13|18|4|C/Out
2023-11-07 08:41:07|18|2|C/In
2023-11-07 12:37:35|18|4|C/Out
2023-11-07 13:38:34|18|2|C/In
2023-11-07 18:18:14|18|4|C/Out
2023-11-08 08:47:15|18|2|C/In
2023-11-08 13:05:08|18|4|C/Out
2023-11-08 14:09:19|18|2|C/In
2023-11-08 15:48:51|18|4|C/Out
2023-11-08 16:03:40|18|2|C/In
2023-11-08 18:39:54|18|4|C/Out
2023-11-09 08:45:10|18|2|C/In
2023-11-09 12:35:38|18|4|C/Out
2023-11-09 12:37:48|18|2|C/In
2023-11-09 12:52:55|18|4|C/Out
2023-11-09 13:44:16|18|2|C/In
2023-11-09 19:01:05|18|4|C/Out
2023-11-01 08:40:28|32|2|C/In
2023-11-01 09:11:52|32|4|C/Out
2023-11-01 09:16:15|32|2|C/In
2023-11-01 12:49:55|32|4|C/Out
2023-11-01 14:43:04|32|2|C/In
2023-11-01 18:14:25|32|4|C/Out
2023-11-02 08:30:27|32|2|C/In
2023-11-02 14:18:23|32|2|C/In
2023-11-02 16:46:17|32|4|C/Out
2023-11-02 16:47:22|32|2|C/In
2023-11-02 18:09:23|32|4|C/Out
2023-11-06 08:24:06|32|2|C/In
2023-11-06 09:14:56|32|4|C/Out
2023-11-06 09:21:01|32|2|C/In
2023-11-06 12:47:29|32|4|C/Out
2023-11-06 15:38:33|32|2|C/In
2023-11-06 16:24:51|32|4|C/Out
2023-11-06 16:29:53|32|2|C/In
2023-11-06 18:21:22|32|4|C/Out
2023-11-07 08:28:55|32|2|C/In
2023-11-07 10:57:33|32|4|C/Out
2023-11-07 14:03:54|32|2|C/In
2023-11-07 15:49:16|32|4|C/Out
2023-11-07 15:51:04|32|2|C/In
2023-11-07 17:58:36|32|4|C/Out
2023-11-08 08:19:25|32|2|C/In
2023-11-08 09:06:13|32|4|C/Out
2023-11-08 09:17:29|32|2|C/In
2023-11-08 13:01:40|32|4|C/Out
2023-11-08 14:24:04|32|2|C/In
2023-11-08 18:04:38|32|4|C/Out
2023-11-09 09:18:01|32|2|C/In
2023-11-09 10:53:42|32|4|C/Out
2023-11-09 11:02:05|32|2|C/In
2023-11-09 12:42:02|32|4|C/Out
2023-11-09 14:10:38|32|2|C/In
2023-11-09 16:03:10|32|2|C/In
2023-11-09 16:40:47|32|4|C/Out
2023-11-09 16:43:18|32|2|C/In
2023-11-09 16:46:08|32|4|C/Out
2023-11-13 08:46:43|32|2|C/In
2023-11-13 12:33:34|32|4|C/Out
2023-11-13 13:49:06|32|2|C/In
2023-11-13 18:29:12|32|4|C/Out
2023-11-14 08:41:50|32|2|C/In
2023-11-14 10:03:07|32|4|C/Out
2023-11-14 12:44:30|32|4|C/Out
2023-11-14 13:55:25|32|2|C/In
2023-11-14 14:26:51|32|2|C/In
2023-11-14 18:04:26|32|4|C/Out
2023-11-15 08:38:50|32|2|C/In
2023-11-15 12:41:57|32|4|C/Out
2023-11-15 13:52:18|32|2|C/In
2023-11-15 13:54:22|32|4|C/Out
2023-11-15 13:57:52|32|2|C/In
2023-11-15 15:44:26|32|4|C/Out
2023-11-15 15:48:05|32|2|C/In
2023-11-15 16:50:35|32|4|C/Out
2023-11-16 08:40:29|32|2|C/In
2023-11-16 10:39:36|32|4|OverTime I
2023-11-16 10:53:55|32|2|C/In
2023-11-16 11:56:33|32|4|OverTime I
2023-11-16 14:13:21|32|2|C/In
2023-11-16 18:05:33|32|4|OverTime I
2023-11-20 10:09:36|32|2|C/In
2023-11-20 12:42:59|32|4|OverTime I
2023-11-20 14:15:02|32|2|C/In
2023-11-20 19:34:33|32|4|OverTime I
2023-11-21 08:17:08|32|2|C/In
2023-11-21 12:36:10|32|4|OverTime I
2023-11-21 18:45:23|32|4|OverTime I
2023-11-22 08:39:55|32|2|C/In
2023-11-22 12:07:57|32|4|OverTime I
2023-11-22 13:46:44|32|2|C/In
2023-11-22 18:11:12|32|4|OverTime I
2023-11-23 08:43:25|32|2|C/In
2023-11-23 14:40:58|32|4|OverTime I
2023-11-23 14:44:01|32|2|C/In
2023-11-23 18:32:15|32|4|OverTime I
2023-11-24 09:18:23|32|2|C/In
2023-11-24 12:55:04|32|4|OverTime I
2023-11-24 14:51:39|32|2|C/In
2023-11-24 16:22:27|32|4|OverTime I
2023-11-24 17:07:10|32|2|C/In
2023-11-24 18:19:28|32|4|OverTime I
2023-11-27 08:06:03|32|2|C/In
2023-11-27 08:29:08|32|4|OverTime I
2023-11-27 08:32:50|32|2|C/In
2023-11-27 12:37:05|32|4|OverTime I
2023-11-27 14:54:57|32|2|C/In
2023-11-27 15:14:48|32|4|OverTime I
2023-11-27 15:16:36|32|2|C/In
2023-11-27 18:05:14|32|4|OverTime I
2023-11-28 08:39:35|32|2|C/In
2023-11-28 19:22:38|32|4|OverTime I
2023-11-29 09:32:14|32|2|C/In
2023-11-29 12:48:23|32|4|OverTime I
2023-11-29 13:51:39|32|2|C/In
2023-11-29 19:25:30|32|4|OverTime I
2023-11-30 08:15:46|32|2|C/In
2023-11-30 12:37:33|32|4|OverTime I
2023-11-30 14:25:30|32|2|C/In
2023-11-30 15:06:39|32|4|OverTime I
2023-11-30 18:09:25|32|4|OverTime I
2023-11-01 08:13:56|43|2|C/In
2023-11-01 09:34:36|43|4|C/Out
2023-11-01 09:43:18|43|2|C/In
2023-11-01 15:30:56|43|4|C/Out
2023-11-01 15:40:21|43|2|C/In
2023-11-01 17:05:20|43|4|C/Out
2023-11-02 08:55:23|43|2|C/In
2023-11-02 12:53:52|43|4|C/Out
2023-11-02 14:03:36|43|2|C/In
2023-11-02 17:05:41|43|4|C/Out
2023-11-03 08:31:35|43|2|C/In
2023-11-03 09:44:23|43|4|C/Out
2023-11-03 09:53:28|43|2|C/In
2023-11-03 12:41:43|43|4|C/Out
2023-11-03 14:26:14|43|2|C/In
2023-11-03 17:08:46|43|4|C/Out
2023-11-06 09:15:49|43|2|C/In
2023-11-06 13:41:33|43|4|C/Out
2023-11-06 14:12:29|43|2|C/In
2023-11-06 17:06:22|43|4|C/Out
2023-11-07 08:30:32|43|2|C/In
2023-11-07 09:44:51|43|4|C/Out
2023-11-07 09:45:12|43|2|C/In
2023-11-07 09:48:26|43|4|C/Out
2023-11-07 09:49:21|43|2|C/In
2023-11-07 09:52:25|43|4|C/Out
2023-11-07 10:40:39|43|2|C/In
2023-11-07 12:05:01|43|4|C/Out
2023-11-07 14:30:42|43|2|C/In
2023-11-07 17:07:21|43|4|C/Out
2023-11-08 08:28:43|43|2|C/In
2023-11-08 09:09:21|43|4|C/Out
2023-11-08 09:40:46|43|2|C/In
2023-11-08 12:37:25|43|4|C/Out
2023-11-08 14:06:25|43|2|C/In
2023-11-08 17:07:05|43|4|C/Out
