Date/Temps|Matricule|MACHINE|E/S
2023-10-11 13:03:19|1|4|C/In
2023-10-11 14:42:36|1|2|C/In
2023-10-11 16:45:20|1|4|C/In
2023-10-11 17:06:12|1|2|C/In
2023-10-11 21:26:43|1|4|C/In
2023-10-12 09:31:54|1|2|C/In
2023-10-12 09:43:57|1|4|C/In
2023-10-12 09:56:23|1|2|C/In
2023-10-12 13:21:02|1|2|C/In
2023-10-12 13:27:46|1|4|C/In
2023-10-12 13:30:18|1|4|C/In
2023-10-12 14:53:18|1|2|C/In
2023-10-12 16:08:14|1|4|C/In
2023-10-12 16:27:07|1|2|C/In
2023-10-12 18:56:31|1|2|C/In
2023-10-12 19:02:32|1|4|C/In
2023-10-12 20:17:29|1|4|C/In
2023-10-13 08:54:04|1|2|C/In
2023-10-13 09:09:40|1|4|C/In
2023-10-13 09:22:37|1|2|C/In
2023-10-13 13:26:47|1|4|C/In
2023-10-13 14:24:13|1|2|C/In
2023-10-13 16:07:20|1|4|C/In
2023-10-13 16:41:11|1|2|C/In
2023-10-13 19:12:43|1|4|C/In
2023-10-16 08:21:10|1|2|C/In
2023-10-16 08:50:24|1|4|C/In
2023-10-16 09:08:07|1|2|C/In
2023-10-16 14:55:09|1|2|C/In
2023-10-16 16:15:43|1|4|C/In
2023-10-16 16:34:41|1|2|C/In
2023-10-16 16:44:15|1|4|C/In
2023-10-16 19:27:10|1|2|C/In
2023-10-16 21:26:17|1|4|C/In
2023-10-17 10:39:54|1|2|C/In
2023-10-17 11:14:50|1|4|C/In
2023-10-17 11:34:39|1|2|C/In
2023-10-17 12:56:59|1|4|C/In
2023-10-17 14:50:51|1|2|C/In
2023-10-17 18:23:31|1|4|C/In
2023-10-17 18:47:39|1|2|C/In
2023-10-17 19:11:21|1|4|C/In
2023-10-18 09:12:27|1|2|C/In
2023-10-18 10:45:26|1|4|C/In
2023-10-18 10:54:24|1|2|C/In
2023-10-18 13:40:48|1|4|C/In
2023-10-18 16:07:23|1|2|C/In
2023-10-18 18:19:12|1|4|C/In
2023-10-18 19:14:47|1|2|C/In
2023-10-18 19:55:42|1|4|C/In
2023-10-19 08:25:28|1|2|C/In
2023-10-19 09:31:46|1|4|C/In
2023-10-19 10:04:20|1|2|C/In
2023-10-19 14:17:47|1|4|C/In
2023-10-19 16:21:59|1|2|C/In
2023-10-19 17:59:25|1|4|C/In
2023-10-19 18:23:48|1|2|C/In
2023-10-19 19:51:58|1|4|C/In
2023-10-20 08:11:09|1|2|C/In
2023-10-20 08:49:19|1|4|C/In
2023-10-20 13:22:49|1|4|C/In
2023-10-20 15:07:25|1|2|C/In
2023-10-20 17:23:41|1|2|C/In
2023-10-20 18:53:33|1|4|C/In
2023-10-23 08:36:26|1|2|C/In
2023-10-23 08:56:09|1|4|C/In
2023-10-23 09:19:45|1|2|C/In
2023-10-23 13:11:48|1|2|C/In
2023-10-23 13:18:30|1|4|C/In
2023-10-23 13:21:00|1|4|C/In
2023-10-23 16:27:55|1|2|C/In
2023-10-23 16:44:33|1|4|C/In
2023-10-23 17:20:57|1|2|C/In
2023-10-23 18:16:51|1|4|C/In
2023-10-24 09:07:20|1|2|C/In
2023-10-24 09:32:44|1|4|C/In
2023-10-24 09:32:52|1|4|C/In
2023-10-24 09:56:58|1|2|C/In
2023-10-24 13:19:06|1|4|C/In
2023-10-24 15:34:05|1|2|C/In
2023-10-24 19:18:00|1|4|C/In
2023-10-24 19:18:55|1|2|C/In
2023-10-24 19:19:47|1|4|C/In
2023-10-25 08:30:41|1|2|C/In
2023-10-25 08:40:54|1|4|C/In
2023-10-25 09:08:27|1|2|C/In
2023-10-25 13:19:16|1|4|C/In
2023-10-25 14:50:00|1|2|C/In
2023-10-25 17:02:36|1|4|C/In
2023-10-25 17:24:05|1|2|C/In
2023-10-25 18:42:05|1|4|C/In
2023-10-26 12:10:51|1|2|C/In
2023-10-26 13:50:46|1|4|C/In
2023-10-26 15:58:54|1|2|C/In
2023-10-26 17:42:45|1|4|C/In
2023-10-26 19:29:43|1|4|C/In
2023-10-27 08:27:11|1|2|C/In
2023-10-27 08:35:52|1|4|C/In
2023-10-27 09:03:50|1|2|C/In
2023-10-27 13:37:08|1|4|OverTime O
2023-10-27 14:58:45|1|2|C/In
2023-10-27 17:06:03|1|4|C/Out
2023-10-27 17:37:59|1|2|C/In
2023-10-27 19:28:58|1|4|C/Out
2023-10-30 09:02:55|1|2|C/In
2023-10-30 09:07:07|1|4|C/Out
2023-10-30 09:31:55|1|2|C/In
2023-10-30 12:15:03|1|4|C/Out
2023-10-30 12:20:20|1|4|C/Out
2023-10-30 14:26:31|1|2|C/In
2023-10-30 16:07:57|1|4|C/Out
2023-10-30 16:37:24|1|2|C/In
2023-10-30 19:39:36|1|4|C/Out
2023-10-30 19:40:48|1|2|C/In
2023-10-30 19:42:45|1|4|C/Out
2023-10-31 08:46:30|1|2|C/In
2023-10-31 08:54:45|1|4|C/Out
2023-10-31 09:14:01|1|2|C/In
2023-10-31 13:50:46|1|4|C/Out
2023-10-31 15:28:43|1|2|C/In
2023-10-31 15:54:15|1|4|C/Out
2023-10-31 16:13:08|1|2|C/In
2023-10-31 20:08:50|1|4|C/Out
2023-10-31 20:28:36|1|4|C/Out
2023-10-02 08:04:26|2|2|C/In
2023-10-02 08:55:25|2|4|C/In
2023-10-02 09:26:48|2|2|C/In
2023-10-02 13:06:38|2|4|C/In
2023-10-02 15:05:38|2|2|C/In
2023-10-02 18:19:36|2|4|C/In
2023-10-02 18:47:12|2|2|C/In
2023-10-02 19:54:50|2|4|C/In
2023-10-03 07:59:53|2|2|C/In
2023-10-03 09:24:04|2|4|C/In
2023-10-03 09:39:08|2|2|C/In
2023-10-03 13:01:33|2|4|C/In
2023-10-03 13:11:43|2|2|C/In
2023-10-03 13:47:03|2|4|C/In
2023-10-03 14:16:17|2|2|C/In
2023-10-03 16:45:56|2|4|C/In
2023-10-03 17:15:19|2|2|C/In
2023-10-03 19:13:18|2|4|C/In
2023-10-04 08:16:09|2|2|C/In
2023-10-04 10:11:02|2|4|C/In
2023-10-04 10:27:03|2|2|C/In
2023-10-04 14:00:35|2|4|C/In
2023-10-04 14:45:30|2|2|C/In
2023-10-04 19:50:30|2|4|C/In
2023-10-05 08:22:42|2|2|C/In
2023-10-05 09:39:21|2|4|C/In
2023-10-05 09:53:14|2|2|C/In
2023-10-05 13:07:28|2|4|C/In
2023-10-05 15:58:01|2|2|C/In
2023-10-05 17:38:21|2|2|C/In
2023-10-05 18:44:40|2|4|C/In
2023-10-06 09:10:14|2|2|C/In
2023-10-06 10:23:13|2|2|C/In
2023-10-06 12:42:12|2|4|C/In
2023-10-06 15:06:56|2|2|C/In
2023-10-06 16:11:32|2|4|C/In
2023-10-06 16:48:18|2|2|C/In
2023-10-06 19:53:09|2|4|C/In
2023-10-09 08:18:57|2|2|C/In
2023-10-09 08:32:58|2|4|C/In
2023-10-09 09:27:14|2|2|C/In
2023-10-09 11:57:54|2|2|C/In
2023-10-09 12:04:59|2|4|C/In
2023-10-09 12:07:14|2|4|C/In
2023-10-09 14:19:09|2|2|C/In
2023-10-09 18:09:19|2|4|C/In
2023-10-09 18:23:05|2|2|C/In
2023-10-09 19:09:50|2|4|C/In
2023-10-10 07:51:38|2|2|C/In
2023-10-10 08:44:56|2|4|C/In
2023-10-10 08:56:26|2|2|C/In
2023-10-10 13:00:34|2|4|C/In
2023-10-10 14:59:00|2|2|C/In
2023-10-10 16:05:15|2|4|C/In
2023-10-10 16:21:50|2|2|C/In
2023-10-10 19:02:47|2|4|C/In
2023-10-11 07:58:00|2|2|C/In
2023-10-11 08:31:06|2|4|C/In
2023-10-11 08:45:22|2|2|C/In
2023-10-11 12:24:52|2|4|C/In
2023-10-11 14:15:48|2|2|C/In
2023-10-11 16:45:16|2|4|C/In
2023-10-11 17:06:17|2|2|C/In
2023-10-11 18:34:17|2|4|C/In
2023-10-12 07:57:36|2|2|C/In
2023-10-12 09:43:52|2|4|C/In
2023-10-12 09:56:27|2|2|C/In
2023-10-12 12:07:14|2|4|C/In
2023-10-12 14:58:39|2|2|C/In
2023-10-12 16:08:10|2|4|C/In
2023-10-12 16:27:12|2|2|C/In
2023-10-12 19:02:35|2|4|C/In
2023-10-13 07:58:02|2|2|C/In
2023-10-13 09:09:37|2|4|C/In
2023-10-13 09:22:41|2|2|C/In
2023-10-13 12:45:18|2|4|C/In
2023-10-13 15:15:45|2|2|C/In
2023-10-13 16:07:16|2|4|C/In
2023-10-13 16:41:15|2|2|C/In
2023-10-13 19:12:48|2|4|C/In
2023-10-16 08:35:53|2|2|C/In
2023-10-16 08:50:14|2|4|C/In
2023-10-16 09:08:12|2|2|C/In
2023-10-16 11:40:18|2|2|C/In
2023-10-16 11:45:37|2|4|C/In
2023-10-16 11:57:53|2|4|C/In
2023-10-16 14:25:42|2|2|C/In
2023-10-16 16:15:46|2|4|C/In
2023-10-16 16:34:45|2|2|C/In
2023-10-16 19:12:17|2|4|C/In
2023-10-17 07:54:54|2|2|C/In
2023-10-17 11:14:45|2|4|C/In
2023-10-17 11:34:43|2|2|C/In
2023-10-17 12:50:14|2|4|C/In
2023-10-17 15:07:03|2|2|C/In
2023-10-17 18:23:25|2|4|C/In
2023-10-17 18:48:44|2|2|C/In
2023-10-17 19:55:22|2|4|C/In
2023-10-18 08:01:26|2|2|C/In
2023-10-18 10:04:14|2|4|C/In
2023-10-18 10:36:41|2|2|C/In
2023-10-18 10:45:22|2|4|C/In
2023-10-18 10:54:27|2|2|C/In
2023-10-18 13:38:38|2|2|C/In
2023-10-18 13:43:14|2|4|C/In
2023-10-18 18:16:38|2|4|C/In
2023-10-19 08:00:42|2|2|C/In
2023-10-19 09:31:50|2|4|C/In
2023-10-19 10:04:16|2|2|C/In
2023-10-19 12:34:51|2|4|C/In
2023-10-19 15:42:26|2|2|C/In
2023-10-19 17:58:54|2|4|C/In
2023-10-19 18:23:52|2|2|C/In
2023-10-19 19:50:08|2|4|C/In
2023-10-20 07:59:08|2|2|C/In
2023-10-20 08:49:17|2|4|C/In
2023-10-20 09:03:05|2|2|C/In
2023-10-20 12:46:56|2|4|C/In
2023-10-20 13:15:36|2|2|C/In
2023-10-20 14:04:19|2|4|C/In
2023-10-20 16:33:17|2|2|C/In
2023-10-20 17:04:23|2|4|C/In
2023-10-20 17:23:46|2|2|C/In
2023-10-20 18:24:45|2|4|C/In
2023-10-23 08:03:05|2|2|C/In
2023-10-23 08:56:04|2|4|C/In
2023-10-23 09:19:47|2|2|C/In
2023-10-23 12:12:31|2|4|C/In
2023-10-23 14:14:48|2|2|C/In
2023-10-23 16:44:25|2|4|C/In
2023-10-23 17:21:00|2|2|C/In
2023-10-23 18:57:56|2|4|C/In
2023-10-24 08:07:14|2|2|C/In
2023-10-24 09:32:54|2|4|C/In
2023-10-24 09:56:51|2|2|C/In
2023-10-24 13:04:04|2|4|C/In
2023-10-24 15:33:47|2|2|C/In
2023-10-24 20:22:27|2|4|C/In
2023-10-25 08:02:55|2|2|C/In
2023-10-25 08:40:59|2|4|C/In
2023-10-25 09:08:31|2|2|C/In
2023-10-25 12:59:11|2|4|C/In
2023-10-25 13:25:32|2|2|C/In
2023-10-25 13:51:45|2|4|C/In
2023-10-25 14:26:35|2|2|C/In
2023-10-25 17:01:55|2|4|C/In
2023-10-25 17:24:09|2|2|C/In
2023-10-25 19:20:26|2|4|C/In
2023-10-26 08:09:36|2|2|C/In
2023-10-26 11:25:24|2|4|C/In
2023-10-26 11:42:54|2|2|C/In
2023-10-26 12:44:17|2|4|C/In
2023-10-26 12:44:28|2|4|C/In
2023-10-26 15:38:55|2|2|C/In
2023-10-26 17:42:02|2|4|C/In
2023-10-26 18:37:21|2|4|C/In
2023-10-26 19:29:27|2|4|C/In
2023-10-27 08:13:24|2|2|C/In
2023-10-27 08:35:55|2|4|C/In
2023-10-27 09:03:47|2|2|C/In
2023-10-27 11:53:54|2|4|OverTime O
2023-10-27 15:07:39|2|2|C/In
2023-10-27 17:05:58|2|4|C/Out
2023-10-27 17:37:55|2|2|C/In
2023-10-27 18:25:50|2|4|C/Out
2023-10-30 08:46:30|2|2|C/In
2023-10-30 09:07:02|2|4|C/Out
2023-10-30 09:32:00|2|2|C/In
2023-10-30 13:19:38|2|4|C/Out
2023-10-30 15:18:02|2|2|C/In
2023-10-30 16:07:24|2|4|C/Out
2023-10-30 16:37:20|2|2|C/In
2023-10-30 18:48:52|2|4|C/Out
2023-10-31 08:41:15|2|2|C/In
2023-10-31 08:52:31|2|4|C/Out
2023-10-31 09:14:05|2|2|C/In
2023-10-31 13:01:24|2|4|C/Out
2023-10-31 15:18:14|2|2|C/In
2023-10-31 15:54:12|2|4|C/Out
2023-10-31 16:13:12|2|2|C/In
2023-10-31 19:30:13|2|4|C/Out
2023-10-02 08:46:05|4|2|C/In
2023-10-02 12:30:21|4|4|C/In
2023-10-02 13:49:15|4|2|C/In
2023-10-02 17:59:41|4|4|C/In
2023-10-03 08:07:10|4|2|C/In
2023-10-03 12:29:16|4|4|C/In
2023-10-03 13:53:49|4|2|C/In
2023-10-03 18:00:08|4|4|C/In
2023-10-04 08:03:04|4|2|C/In
2023-10-04 12:30:13|4|4|C/In
2023-10-04 13:51:01|4|2|C/In
2023-10-04 17:59:45|4|4|C/In
2023-10-05 08:12:57|4|2|C/In
2023-10-05 12:32:56|4|4|C/In
2023-10-05 13:57:12|4|2|C/In
2023-10-05 18:00:52|4|4|C/In
2023-10-06 08:10:37|4|2|C/In
2023-10-06 12:33:56|4|4|C/In
2023-10-06 13:54:11|4|2|C/In
2023-10-06 17:58:30|4|4|C/In
2023-10-09 08:17:05|4|2|C/In
2023-10-09 12:31:08|4|4|C/In
2023-10-09 13:54:06|4|2|C/In
2023-10-09 18:00:12|4|4|C/In
2023-10-10 08:19:02|4|2|C/In
2023-10-10 12:31:23|4|4|C/In
2023-10-10 15:08:17|4|2|C/In
2023-10-10 18:01:09|4|4|C/In
2023-10-11 08:18:03|4|2|C/In
2023-10-11 12:34:48|4|4|C/In
2023-10-11 13:54:58|4|2|C/In
2023-10-11 17:59:21|4|4|C/In
2023-10-12 08:29:30|4|2|C/In
2023-10-12 12:30:05|4|4|C/In
2023-10-12 13:57:10|4|2|C/In
2023-10-12 17:59:51|4|4|C/In
2023-10-13 08:19:17|4|2|C/In
2023-10-13 12:27:34|4|4|C/In
2023-10-13 13:55:34|4|2|C/In
2023-10-13 18:00:14|4|4|C/In
2023-10-16 08:13:56|4|2|C/In
2023-10-16 12:34:10|4|4|C/In
2023-10-16 13:55:01|4|2|C/In
2023-10-16 17:59:56|4|4|C/In
2023-10-17 08:09:13|4|2|C/In
2023-10-17 09:13:34|4|2|C/In
2023-10-17 09:19:54|4|4|C/In
2023-10-17 10:17:17|4|4|C/In
2023-10-17 12:30:25|4|4|C/In
2023-10-17 13:50:12|4|2|C/In
2023-10-17 18:00:16|4|4|C/In
2023-10-18 08:21:47|4|2|C/In
2023-10-18 12:30:38|4|4|C/In
2023-10-18 12:50:50|4|2|C/In
2023-10-18 12:59:36|4|4|C/In
2023-10-18 13:56:28|4|2|C/In
2023-10-18 18:00:27|4|4|C/In
2023-10-19 08:05:37|4|2|C/In
2023-10-19 12:29:46|4|4|C/In
2023-10-19 13:58:49|4|2|C/In
2023-10-19 17:59:58|4|4|C/In
2023-10-20 08:13:38|4|2|C/In
2023-10-20 12:35:33|4|4|C/In
2023-10-20 13:28:06|4|2|C/In
2023-10-20 13:41:12|4|4|C/In
2023-10-20 13:52:09|4|2|C/In
2023-10-20 18:03:16|4|4|C/In
2023-10-23 07:45:54|4|2|C/In
2023-10-23 10:33:31|4|4|C/In
2023-10-23 11:29:30|4|2|C/In
2023-10-23 12:30:32|4|4|C/In
2023-10-23 13:50:39|4|2|C/In
2023-10-23 18:02:35|4|4|C/In
2023-10-24 08:21:44|4|2|C/In
2023-10-24 12:33:38|4|4|C/In
2023-10-24 14:11:51|4|2|C/In
2023-10-24 16:22:42|4|4|C/In
2023-10-24 18:04:03|4|4|C/In
2023-10-25 08:18:35|4|2|C/In
2023-10-25 12:36:45|4|4|C/In
2023-10-25 14:06:31|4|2|C/In
2023-10-25 15:36:25|4|4|C/In
2023-10-25 15:39:33|4|4|C/In
2023-10-25 18:05:47|4|4|C/In
2023-10-26 08:21:30|4|2|C/In
2023-10-26 11:16:25|4|4|C/In
2023-10-26 12:03:01|4|2|C/In
2023-10-26 12:36:26|4|4|C/In
2023-10-26 14:07:15|4|2|C/In
2023-10-26 18:03:49|4|4|C/In
2023-10-27 08:27:17|4|2|C/In
2023-10-27 10:08:19|4|4|OverTime O
2023-10-27 12:39:13|4|4|OverTime O
2023-10-30 08:06:12|4|2|C/In
2023-10-30 12:36:51|4|4|C/Out
2023-10-30 14:05:53|4|2|C/In
2023-10-30 18:07:50|4|4|C/Out
2023-10-31 08:10:52|4|2|C/In
2023-10-31 11:23:15|4|4|C/Out
2023-10-31 11:26:03|4|2|C/In
2023-10-31 12:38:54|4|4|C/Out
2023-10-31 14:08:19|4|2|C/In
2023-10-31 16:45:14|4|4|C/Out
2023-10-31 16:52:13|4|2|C/In
2023-10-31 17:18:33|4|4|C/Out
2023-10-31 18:05:02|4|4|C/Out
2023-10-03 08:25:41|18|2|C/In
2023-10-03 13:00:09|18|4|C/In
2023-10-03 13:44:21|18|2|C/In
2023-10-03 18:48:11|18|4|C/In
2023-10-04 08:30:44|18|2|C/In
2023-10-04 12:59:08|18|4|C/In
2023-10-04 13:06:20|18|2|C/In
2023-10-04 17:59:20|18|4|C/In
2023-10-04 18:30:40|18|4|C/In
2023-10-04 18:33:28|18|4|C/In
2023-10-05 08:25:38|18|2|C/In
2023-10-05 12:54:28|18|4|C/In
2023-10-05 12:59:08|18|2|C/In
2023-10-05 18:08:51|18|4|C/In
2023-10-06 08:38:49|18|2|C/In
2023-10-06 12:49:09|18|2|C/In
2023-10-06 12:50:16|18|4|C/In
2023-10-06 13:06:47|18|4|C/In
2023-10-06 16:53:33|18|2|C/In
2023-10-06 16:57:12|18|4|C/In
2023-10-06 17:32:06|18|4|C/In
2023-10-09 08:28:41|18|2|C/In
2023-10-09 08:54:02|18|4|C/In
2023-10-09 08:56:53|18|2|C/In
2023-10-09 19:01:56|18|4|C/In
2023-10-10 08:26:42|18|2|C/In
2023-10-10 12:50:54|18|4|C/In
2023-10-10 13:48:52|18|2|C/In
2023-10-10 18:27:34|18|4|C/In
2023-10-11 08:23:42|18|2|C/In
2023-10-11 14:32:35|18|2|C/In
2023-10-11 18:30:27|18|4|C/In
2023-10-12 08:27:07|18|2|C/In
2023-10-12 08:56:40|18|4|C/In
2023-10-12 08:57:55|18|2|C/In
2023-10-12 12:36:03|18|4|C/In
2023-10-12 12:55:39|18|2|C/In
2023-10-12 14:17:23|18|2|C/In
2023-10-12 14:24:28|18|4|C/In
2023-10-12 18:36:04|18|4|C/In
2023-10-13 08:26:02|18|2|C/In
2023-10-13 09:50:46|18|4|C/In
2023-10-13 09:55:48|18|2|C/In
2023-10-13 13:16:24|18|4|C/In
2023-10-16 08:30:09|18|2|C/In
2023-10-16 12:39:02|18|4|C/In
2023-10-16 13:38:34|18|2|C/In
2023-10-16 18:44:01|18|4|C/In
2023-10-17 08:22:46|18|2|C/In
2023-10-17 10:40:23|18|4|C/In
2023-10-17 10:42:04|18|2|C/In
2023-10-17 13:09:07|18|2|C/In
2023-10-17 13:15:05|18|4|C/In
2023-10-17 18:25:42|18|4|C/In
2023-10-18 08:21:29|18|2|C/In
2023-10-18 09:10:39|18|4|C/In
2023-10-18 09:11:50|18|2|C/In
2023-10-18 15:38:24|18|2|C/In
2023-10-18 15:39:43|18|4|C/In
2023-10-18 18:09:30|18|4|C/In
2023-10-19 08:19:02|18|2|C/In
2023-10-19 12:34:43|18|2|C/In
2023-10-19 12:41:20|18|4|C/In
2023-10-19 13:23:44|18|4|C/In
2023-10-20 08:34:04|18|2|C/In
2023-10-20 10:41:39|18|4|C/In
2023-10-20 10:42:55|18|2|C/In
2023-10-20 12:24:16|18|2|C/In
2023-10-20 12:30:47|18|4|C/In
2023-10-20 14:04:40|18|4|C/In
2023-10-20 16:33:10|18|2|C/In
2023-10-20 18:16:24|18|4|C/In
2023-10-23 08:32:33|18|2|C/In
2023-10-23 09:43:26|18|4|C/In
2023-10-23 09:45:29|18|2|C/In
2023-10-23 12:35:46|18|4|C/In
2023-10-23 14:07:48|18|2|C/In
2023-10-23 18:14:29|18|4|C/In
2023-10-24 08:38:44|18|2|C/In
2023-10-24 12:39:43|18|4|C/In
2023-10-24 13:45:08|18|2|C/In
2023-10-24 18:22:54|18|4|C/In
2023-10-25 08:38:00|18|2|C/In
2023-10-25 09:11:00|18|4|C/In
2023-10-25 09:23:30|18|2|C/In
2023-10-25 13:00:10|18|4|C/In
2023-10-25 13:16:39|18|2|C/In
2023-10-25 18:35:40|18|4|C/In
2023-10-26 08:36:13|18|2|C/In
2023-10-26 10:58:18|18|4|C/In
2023-10-26 11:06:44|18|2|C/In
2023-10-26 18:10:47|18|4|C/In
2023-10-30 08:44:04|18|2|C/In
2023-10-30 12:35:33|18|4|C/Out
2023-10-30 13:47:28|18|2|C/In
2023-10-30 18:14:54|18|4|C/Out
2023-10-31 08:46:17|18|2|C/In
2023-10-31 12:51:41|18|4|C/Out
2023-10-31 13:53:19|18|2|C/In
2023-10-31 18:22:23|18|4|C/Out
2023-10-02 07:51:09|32|2|C/In
2023-10-02 13:02:00|32|4|C/In
2023-10-02 13:19:23|32|2|C/In
2023-10-02 14:07:17|32|2|C/In
2023-10-02 14:11:34|32|4|C/In
2023-10-02 18:15:47|32|4|C/In
2023-10-03 07:49:02|32|2|C/In
2023-10-03 09:03:21|32|4|C/In
2023-10-03 09:03:37|32|2|C/In
2023-10-03 13:42:16|32|4|C/In
2023-10-03 14:02:54|32|2|C/In
2023-10-03 17:55:04|32|4|C/In
2023-10-04 08:10:25|32|2|C/In
2023-10-04 09:09:16|32|2|C/In
2023-10-04 09:10:50|32|4|C/In
2023-10-04 09:56:36|32|4|C/In
2023-10-04 11:27:23|32|4|C/In
2023-10-04 11:40:43|32|2|C/In
2023-10-04 14:00:30|32|2|C/In
2023-10-04 17:56:46|32|4|C/In
2023-10-05 08:12:48|32|2|C/In
2023-10-05 12:50:24|32|4|C/In
2023-10-05 14:14:34|32|2|C/In
2023-10-05 17:26:46|32|2|C/In
2023-10-05 18:12:44|32|4|C/In
2023-10-06 07:52:43|32|2|C/In
2023-10-06 08:21:20|32|4|C/In
2023-10-06 08:26:26|32|2|C/In
2023-10-06 12:06:31|32|4|C/In
2023-10-06 12:06:43|32|4|C/In
2023-10-06 12:07:50|32|4|C/In
2023-10-06 12:45:19|32|2|C/In
2023-10-06 16:14:35|32|2|C/In
2023-10-06 16:15:59|32|4|C/In
2023-10-06 18:03:28|32|4|C/In
2023-10-09 08:22:18|32|2|C/In
2023-10-09 13:08:22|32|4|C/In
2023-10-09 13:45:47|32|2|C/In
2023-10-09 17:59:21|32|4|C/In
2023-10-10 08:04:54|32|2|C/In
2023-10-10 11:07:34|32|4|C/In
2023-10-11 08:13:34|32|2|C/In
2023-10-11 12:33:07|32|4|C/In
2023-10-11 12:48:02|32|2|C/In
2023-10-11 16:11:04|32|2|C/In
2023-10-11 16:12:26|32|4|C/In
2023-10-11 18:09:25|32|4|C/In
2023-10-12 08:17:58|32|2|C/In
2023-10-12 12:11:06|32|4|C/In
2023-10-12 14:51:06|32|2|C/In
2023-10-12 18:58:12|32|4|C/In
2023-10-13 07:48:06|32|2|C/In
2023-10-13 10:17:46|32|4|C/In
2023-10-13 10:29:19|32|2|C/In
2023-10-13 12:46:05|32|4|C/In
2023-10-13 14:26:34|32|2|C/In
2023-10-13 18:10:42|32|4|C/In
2023-10-16 13:44:19|32|2|C/In
2023-10-16 18:05:02|32|4|C/In
2023-10-17 08:11:06|32|2|C/In
2023-10-17 12:06:19|32|4|C/In
2023-10-17 13:45:11|32|2|C/In
2023-10-17 18:28:34|32|4|C/In
2023-10-18 08:29:56|32|2|C/In
2023-10-18 09:10:41|32|4|C/In
2023-10-18 09:11:57|32|2|C/In
2023-10-18 12:47:13|32|4|C/In
2023-10-18 14:12:40|32|2|C/In
2023-10-18 19:14:20|32|4|C/In
2023-10-19 08:27:01|32|2|C/In
2023-10-19 09:56:22|32|4|C/In
2023-10-19 15:34:35|32|2|C/In
2023-10-19 15:58:10|32|4|C/In
2023-10-19 16:03:52|32|2|C/In
2023-10-19 17:05:21|32|2|C/In
2023-10-19 17:08:45|32|4|C/In
2023-10-19 18:08:36|32|4|C/In
2023-10-20 08:09:17|32|2|C/In
2023-10-20 08:17:33|32|2|C/In
2023-10-20 08:20:00|32|4|C/In
2023-10-20 11:51:00|32|2|C/In
2023-10-20 11:55:58|32|4|C/In
2023-10-20 12:00:48|32|2|C/In
2023-10-20 12:08:01|32|4|C/In
2023-10-20 12:35:12|32|4|C/In
2023-10-20 13:27:55|32|2|C/In
2023-10-20 18:03:25|32|4|C/In
2023-10-23 07:48:39|32|2|C/In
2023-10-23 09:53:13|32|2|C/In
2023-10-23 09:59:54|32|4|C/In
